
---------- Begin Simulation Statistics ----------
simSeconds                                   0.000529                       # Number of seconds simulated (Second)
simTicks                                    529137000                       # Number of ticks simulated (Tick)
finalTick                                   529137000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                      2.95                       # Real time elapsed on the host (Second)
hostTickRate                                179074840                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     633736                       # Number of bytes of host memory used (Byte)
simInsts                                      1000005                       # Number of instructions simulated (Count)
simOps                                        1000005                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   338257                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     338223                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                          1058275                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                         1175059                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                       15                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                        1142690                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                    342                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined               175043                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined             61695                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                   4                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples              937068                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.219431                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.868960                       # Number of insts issued each cycle (Count)
system.cpu.statIssuedInstType_0::SimdShaSigma3            0      0.00%     90.40% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdPredAlu            0      0.00%     90.40% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::MemRead        55793      4.88%     95.29% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::MemWrite        53874      4.71%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatMemRead            0      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatMemWrite            0      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::IprAccess            0      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::InstPrefetch            0      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::total        1142690                       # Number of instructions issued per FU type, per thread (Count)
system.cpu.issueRate                         1.079767                       # Inst issue rate ((Count/Cycle))
system.cpu.fuBusy                               10420                       # FU busy when requested (Count)
system.cpu.fuBusyRate                        0.009119                       # FU busy rate (busy events/executed inst) ((Count/Count))
system.cpu.intInstQueueReads                  3233207                       # Number of integer instruction queue reads (Count)
system.cpu.intInstQueueWrites                 1350135                       # Number of integer instruction queue writes (Count)
system.cpu.intInstQueueWakeupAccesses         1099250                       # Number of integer instruction queue wakeup accesses (Count)
system.cpu.fpInstQueueReads                         0                       # Number of floating instruction queue reads (Count)
system.cpu.fpInstQueueWrites                        0                       # Number of floating instruction queue writes (Count)
system.cpu.fpInstQueueWakeupAccesses                0                       # Number of floating instruction queue wakeup accesses (Count)
system.cpu.vecInstQueueReads                        0                       # Number of vector instruction queue reads (Count)
system.cpu.vecInstQueueWrites                       0                       # Number of vector instruction queue writes (Count)
system.cpu.vecInstQueueWakeupAccesses               0                       # Number of vector instruction queue wakeup accesses (Count)
system.cpu.intAluAccesses                     1153099                       # Number of integer alu accesses (Count)
system.cpu.fpAluAccesses                            0                       # Number of floating point alu accesses (Count)
system.cpu.vecAluAccesses                           0                       # Number of vector alu accesses (Count)
system.cpu.idleCycles                               0                       # Number of cycles IEW is idle (Cycle)
system.cpu.squashCycles                         17319                       # Number of cycles IEW is squashing (Cycle)
system.cpu.blockCycles                          12904                       # Number of cycles IEW is blocking (Cycle)
system.cpu.unblockCycles                          276                       # Number of cycles IEW is unblocking (Cycle)
system.cpu.dispatchedInsts                    1175074                       # Number of instructions dispatched to IQ (Count)
system.cpu.dispSquashedInsts                    20401                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu.dispLoadInsts                        56426                       # Number of dispatched load instructions (Count)
system.cpu.dispStoreInsts                       55494                       # Number of dispatched store instructions (Count)
system.cpu.dispNonSpecInsts                        15                       # Number of dispatched non-speculative instructions (Count)
system.cpu.iqFullEvents                             1                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu.lsqFullEvents                          275                       # Number of times the LSQ has become full, causing a stall (Count)
system.cpu.memOrderViolationEvents                 19                       # Number of memory order violations (Count)
system.cpu.predictedTakenIncorrect              11183                       # Number of branches that were predicted taken incorrectly (Count)
system.cpu.predictedNotTakenIncorrect           12155                       # Number of branches that were predicted not taken incorrectly (Count)
system.cpu.branchMispredicts                    23338                       # Number of branch mispredicts detected at execute (Count)
system.cpu.numInsts                           1102239                       # Number of executed instructions (Count)
system.cpu.numLoadInsts                         54445                       # Number of load instructions executed (Count)
system.cpu.numSquashedInsts                     40448                       # Number of squashed instructions skipped in execute (Count)
system.cpu.numSwp                                   0                       # Number of swp insts executed (Count)
system.cpu.numNop                                   0                       # Number of nop insts executed (Count)
system.cpu.numRefs                             107595                       # Number of memory reference insts executed (Count)
system.cpu.numBranches                         325229                       # Number of branches executed (Count)
system.cpu.numStoreInsts                        53150                       # Number of stores executed (Count)
system.cpu.numRate                           1.041543                       # Inst execution rate ((Count/Cycle))
system.cpu.instsToCommit                      1100154                       # Cumulative count of insts sent to commit (Count)
system.cpu.writebackCount                     1099250                       # Cumulative count of insts written-back (Count)
system.cpu.producerInst                        473689                       # Number of instructions producing a value (Count)
system.cpu.consumerInst                        754443                       # Number of instructions consuming a value (Count)
system.cpu.wbRate                            1.038719                       # Insts written-back per cycle ((Count/Cycle))
system.cpu.wbFanout                          0.627866                       # Average fanout of values written-back ((Count/Count))
system.cpu.timesIdled                           18681                       # Number of times that the entire CPU went into an idle state and unscheduled itself (Count)
system.cpu.idleCycles                          121207                       # Total number of cycles that the CPU has spent unscheduled due to idling (Cycle)
system.cpu.committedInsts                     1000005                       # Number of Instructions Simulated (Count)
system.cpu.committedOps                       1000005                       # Number of Ops (including micro ops) Simulated (Count)
system.cpu.cpi                               1.058270                       # CPI: Cycles Per Instruction ((Cycle/Count))
system.cpu.totalCpi                          1.058270                       # CPI: Total CPI of All Threads ((Cycle/Count))
system.cpu.ipc                               0.944939                       # IPC: Instructions Per Cycle ((Count/Cycle))
system.cpu.totalIpc                          0.944939                       # IPC: Total IPC of All Threads ((Count/Cycle))
system.cpu.intRegfileReads                    1580661                       # Number of integer regfile reads (Count)
system.cpu.intRegfileWrites                    752392                       # Number of integer regfile writes (Count)
system.cpu.miscRegfileReads                        11                       # number of misc regfile reads (Count)
system.cpu.MemDepUnit__0.insertedLoads          56426                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__0.insertedStores         55494                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__0.conflictingLoads         1085                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__0.conflictingStores           19                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__1.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__1.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__1.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__1.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__2.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__2.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__2.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__2.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__3.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__3.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__3.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__3.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.branchPred.lookups                  427297                       # Number of BP lookups (Count)
system.cpu.branchPred.condPredicted            389105                       # Number of conditional branches predicted (Count)
system.cpu.branchPred.condIncorrect             18083                       # Number of conditional branches incorrect (Count)
system.cpu.branchPred.BTBLookups               246957                       # Number of BTB lookups (Count)
system.cpu.branchPred.BTBHits                  243892                       # Number of BTB hits (Count)
system.cpu.branchPred.BTBMissPct             0.012411                       # BTB Miss Percentage (Ratio)
system.cpu.branchPred.BTBHitRatio            0.987589                       # BTB Hit Ratio (Ratio)
system.cpu.branchPred.RASUsed                       0                       # Number of times the RAS was used to get a target. (Count)
system.cpu.branchPred.RASIncorrect                  0                       # Number of incorrect RAS predictions. (Count)
system.cpu.branchPred.indirectLookups           16545                       # Number of indirect predictor lookups. (Count)
system.cpu.branchPred.indirectHits              13601                       # Number of indirect target hits. (Count)
system.cpu.branchPred.indirectMisses             2944                       # Number of indirect misses. (Count)
system.cpu.branchPred.indirectMispredicted         1263                       # Number of mispredicted indirect branches. (Count)
system.cpu.commit.commitSquashedInsts          174996                       # The number of squashed insts skipped by commit (Count)
system.cpu.commit.commitNonSpecStalls              11                       # The number of times commit has been forced to stall to communicate backwards (Count)
system.cpu.commit.branchMispredicts             17287                       # The number of times a branch was mispredicted (Count)
system.cpu.commit.numCommittedDist::samples       906908                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::mean     1.102653                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::stdev     1.897938                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::underflows            0      0.00%      0.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::0          587411     64.77%     64.77% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::1           77549      8.55%     73.32% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::2           76096      8.39%     81.71% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::3           47006      5.18%     86.90% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::4           53106      5.86%     92.75% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::5           13050      1.44%     94.19% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::6           32808      3.62%     97.81% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::7            4332      0.48%     98.29% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::8           15550      1.71%    100.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::overflows            0      0.00%    100.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::min_value            0                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::max_value            8                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::total       906908                       # Number of insts commited each cycle (Count)
system.cpu.commit.instsCommitted              1000005                       # Number of instructions committed (Count)
system.cpu.commit.opsCommitted                1000005                       # Number of ops (including micro ops) committed (Count)
system.cpu.commit.memRefs                      101707                       # Number of memory references committed (Count)
system.cpu.commit.loads                         50476                       # Number of loads committed (Count)
system.cpu.commit.amos                              0                       # Number of atomic instructions committed (Count)
system.cpu.commit.membars                           0                       # Number of memory barriers committed (Count)
system.cpu.commit.branches                     298178                       # Number of branches committed (Count)
system.cpu.commit.vectorInstructions                0                       # Number of committed Vector instructions. (Count)
system.cpu.commit.floating                          0                       # Number of committed floating point instructions. (Count)
system.cpu.commit.integer                     1000005                       # Number of committed integer instructions. (Count)
system.cpu.commit.functionCalls                 25468                       # Number of function calls committed. (Count)
system.cpu.commit.committedInstType_0::No_OpClass            0      0.00%      0.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntAlu       898298     89.83%     89.83% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntMult            0      0.00%     89.83% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntDiv            0      0.00%     89.83% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatAdd            0      0.00%     89.83% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatCmp            0      0.00%     89.83% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatCvt            0      0.00%     89.83% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMult            0      0.00%     89.83% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMultAcc            0      0.00%     89.83% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatDiv            0      0.00%     89.83% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMisc            0      0.00%     89.83% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatSqrt            0      0.00%     89.83% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAdd            0      0.00%     89.83% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAddAcc            0      0.00%     89.83% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAlu            0      0.00%     89.83% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdCmp            0      0.00%     89.83% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdCvt            0      0.00%     89.83% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMisc            0      0.00%     89.83% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMult            0      0.00%     89.83% # Class of committed instruction (Count)
