
---------- Begin Simulation Statistics ----------
simSeconds                                   0.200841                       # Number of seconds simulated (Second)
simTicks                                 200841467500                       # Number of ticks simulated (Tick)
finalTick                                200841467500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1927.55                       # Real time elapsed on the host (Second)
hostTickRate                                104195244                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     747756                       # Number of bytes of host memory used (Byte)
simInsts                                    100000001                       # Number of instructions simulated (Count)
simOps                                      185151994                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    51879                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      96056                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                        401682936                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       188240844                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      106                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      188215649                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                    214                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              3088937                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           4263720                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  19                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           401625774                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.468634                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.264278                       # Number of insts issued each cycle (Count)
system.cpu.fuBusy                               72191                       # FU busy when requested (Count)
system.cpu.fuBusyRate                        0.000384                       # FU busy rate (busy events/executed inst) ((Count/Count))
system.cpu.intInstQueueReads                778129472                       # Number of integer instruction queue reads (Count)
system.cpu.intInstQueueWrites               191330057                       # Number of integer instruction queue writes (Count)
system.cpu.intInstQueueWakeupAccesses       187522869                       # Number of integer instruction queue wakeup accesses (Count)
system.cpu.fpInstQueueReads                         0                       # Number of floating instruction queue reads (Count)
system.cpu.fpInstQueueWrites                        0                       # Number of floating instruction queue writes (Count)
system.cpu.fpInstQueueWakeupAccesses                0                       # Number of floating instruction queue wakeup accesses (Count)
system.cpu.vecInstQueueReads                        0                       # Number of vector instruction queue reads (Count)
system.cpu.vecInstQueueWrites                       0                       # Number of vector instruction queue writes (Count)
system.cpu.vecInstQueueWakeupAccesses               0                       # Number of vector instruction queue wakeup accesses (Count)
system.cpu.intAluAccesses                   188287836                       # Number of integer alu accesses (Count)
system.cpu.fpAluAccesses                            0                       # Number of floating point alu accesses (Count)
system.cpu.vecAluAccesses                           0                       # Number of vector alu accesses (Count)
system.cpu.idleCycles                               0                       # Number of cycles IEW is idle (Cycle)
system.cpu.squashCycles                         46166                       # Number of cycles IEW is squashing (Cycle)
system.cpu.blockCycles                         185657                       # Number of cycles IEW is blocking (Cycle)
system.cpu.unblockCycles                        17435                       # Number of cycles IEW is unblocking (Cycle)
system.cpu.dispatchedInsts                  188240950                       # Number of instructions dispatched to IQ (Count)
system.cpu.dispSquashedInsts                      461                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu.dispLoadInsts                      1990669                       # Number of dispatched load instructions (Count)
system.cpu.dispStoreInsts                    86771682                       # Number of dispatched store instructions (Count)
system.cpu.dispNonSpecInsts                        72                       # Number of dispatched non-speculative instructions (Count)
system.cpu.iqFullEvents                           140                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu.lsqFullEvents                        16992                       # Number of times the LSQ has become full, causing a stall (Count)
system.cpu.memOrderViolationEvents                176                       # Number of memory order violations (Count)
system.cpu.predictedTakenIncorrect                513                       # Number of branches that were predicted taken incorrectly (Count)
system.cpu.predictedNotTakenIncorrect            1839                       # Number of branches that were predicted not taken incorrectly (Count)
system.cpu.branchMispredicts                     2352                       # Number of branch mispredicts detected at execute (Count)
system.cpu.numInsts                         188212266                       # Number of executed instructions (Count)
system.cpu.numLoadInsts                       1986142                       # Number of load instructions executed (Count)
system.cpu.numSquashedInsts                      3378                       # Number of squashed instructions skipped in execute (Count)
system.cpu.numSwp                                   0                       # Number of swp insts executed (Count)
system.cpu.numNop                                   0                       # Number of nop insts executed (Count)
system.cpu.numRefs                           88752544                       # Number of memory reference insts executed (Count)
system.cpu.numBranches                       10869733                       # Number of branches executed (Count)
system.cpu.numStoreInsts                     86766402                       # Number of stores executed (Count)
system.cpu.numRate                           0.468559                       # Inst execution rate ((Count/Cycle))
system.cpu.instsToCommit                    188208075                       # Cumulative count of insts sent to commit (Count)
system.cpu.writebackCount                   187522869                       # Cumulative count of insts written-back (Count)
system.cpu.producerInst                      83232674                       # Number of instructions producing a value (Count)
system.cpu.consumerInst                     411226460                       # Number of instructions consuming a value (Count)
system.cpu.wbRate                            0.466843                       # Insts written-back per cycle ((Count/Cycle))
system.cpu.wbFanout                          0.202401                       # Average fanout of values written-back ((Count/Count))
system.cpu.timesIdled                             499                       # Number of times that the entire CPU went into an idle state and unscheduled itself (Count)
system.cpu.idleCycles                           57162                       # Total number of cycles that the CPU has spent unscheduled due to idling (Cycle)
system.cpu.committedInsts                   100000001                       # Number of Instructions Simulated (Count)
system.cpu.committedOps                     185151994                       # Number of Ops (including micro ops) Simulated (Count)
system.cpu.cpi                               4.016829                       # CPI: Cycles Per Instruction ((Cycle/Count))
system.cpu.totalCpi                          4.016829                       # CPI: Total CPI of All Threads ((Cycle/Count))
system.cpu.ipc                               0.248953                       # IPC: Instructions Per Cycle ((Count/Cycle))
system.cpu.totalIpc                          0.248953                       # IPC: Total IPC of All Threads ((Count/Cycle))
system.cpu.intRegfileReads                  265059859                       # Number of integer regfile reads (Count)
system.cpu.intRegfileWrites                  90316752                       # Number of integer regfile writes (Count)
system.cpu.vecRegfileReads                         16                       # number of vector regfile reads (Count)
system.cpu.ccRegfileReads                   570582288                       # number of cc regfile reads (Count)
system.cpu.ccRegfileWrites                  130606833                       # number of cc regfile writes (Count)
system.cpu.miscRegfileReads                 355918021                       # number of misc regfile reads (Count)
system.cpu.miscRegfileWrites                      137                       # number of misc regfile writes (Count)
system.cpu.MemDepUnit__0.insertedLoads        1990669                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__0.insertedStores      86771682                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__0.conflictingLoads       154725                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__0.conflictingStores        25176                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__1.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__1.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__1.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__1.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__2.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__2.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__2.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__2.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__3.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__3.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__3.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__3.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.branchPred.lookups                11052590                       # Number of BP lookups (Count)
system.cpu.branchPred.condPredicted          11040457                       # Number of conditional branches predicted (Count)
system.cpu.branchPred.condIncorrect              2449                       # Number of conditional branches incorrect (Count)
system.cpu.branchPred.BTBLookups             11037954                       # Number of BTB lookups (Count)
system.cpu.branchPred.BTBHits                11037134                       # Number of BTB hits (Count)
system.cpu.branchPred.BTBMissPct             0.000074                       # BTB Miss Percentage (Ratio)
system.cpu.branchPred.BTBHitRatio            0.999926                       # BTB Hit Ratio (Ratio)
system.cpu.branchPred.RASUsed                    3878                       # Number of times the RAS was used to get a target. (Count)
system.cpu.branchPred.RASIncorrect                 67                       # Number of incorrect RAS predictions. (Count)
system.cpu.branchPred.indirectLookups             606                       # Number of indirect predictor lookups. (Count)
system.cpu.branchPred.indirectHits                259                       # Number of indirect target hits. (Count)
system.cpu.branchPred.indirectMisses              347                       # Number of indirect misses. (Count)
system.cpu.branchPred.indirectMispredicted          172                       # Number of mispredicted indirect branches. (Count)
system.cpu.commit.commitSquashedInsts         1770702                       # The number of squashed insts skipped by commit (Count)
system.cpu.commit.commitNonSpecStalls              87                       # The number of times commit has been forced to stall to communicate backwards (Count)
system.cpu.commit.branchMispredicts              2052                       # The number of times a branch was mispredicted (Count)
system.cpu.commit.numCommittedDist::samples    401397491                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::mean     0.461268                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::stdev     1.265548                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::underflows            0      0.00%      0.00% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::0       346227855     86.26%     86.26% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::1        11461330      2.86%     89.11% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::2         1051800      0.26%     89.37% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::3         8530167      2.13%     91.50% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::4        25761986      6.42%     97.92% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::5         7969115      1.99%     99.90% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::6            7635      0.00%     99.90% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::7           43590      0.01%     99.91% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::8          344013      0.09%    100.00% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::overflows            0      0.00%    100.00% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::min_value            0                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::max_value            8                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::total    401397491                       # Number of insts commited each cycle
system.cpu.commit.instsCommitted            100000001                       # Number of instructions committed (Count)
system.cpu.commit.opsCommitted              185151994                       # Number of ops (including micro ops) committed (Count)
system.cpu.commit.memRefs                    87286940                       # Number of memory references committed (Count)
system.cpu.commit.loads                       1972953                       # Number of loads committed (Count)
system.cpu.commit.amos                              0                       # Number of atomic instructions committed (Count)
system.cpu.commit.membars                          34                       # Number of memory barriers committed (Count)
system.cpu.commit.branches                   10690638                       # Number of branches committed (Count)
system.cpu.commit.vectorInstructions                0                       # Number of committed Vector instructions. (Count)
system.cpu.commit.floating                          0                       # Number of committed floating point instructions. (Count)
system.cpu.commit.integer                   174467004                       # Number of committed integer instructions. (Count)
system.cpu.commit.functionCalls                  2665                       # Number of function calls committed. (Count)
system.cpu.commit.committedInstType_0::No_OpClass            0      0.00%      0.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntAlu     97864975     52.86%     52.86% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntMult           79      0.00%     52.86% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntDiv            0      0.00%     52.86% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatAdd            0      0.00%     52.86% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatCmp            0      0.00%     52.86% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatCvt            0      0.00%     52.86% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMult            0      0.00%     52.86% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMultAcc            0      0.00%     52.86% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatDiv            0      0.00%     52.86% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMisc            0      0.00%     52.86% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatSqrt            0      0.00%     52.86% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAdd            0      0.00%     52.86% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAddAcc            0      0.00%     52.86% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAlu            0      0.00%     52.86% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdCmp            0      0.00%     52.86% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdCvt            0      0.00%     52.86% # Class of committed instruction (Count)
